date,Close
20100929  08:00:00,114.36
20100929  08:30:00,114.25
20100929  09:00:00,114.29
20100929  09:30:00,114.46
20100929  10:00:00,114.65
20100929  10:30:00,114.72
20100929  11:00:00,114.67
20100929  11:30:00,114.53
20100929  12:00:00,114.78
20100929  12:30:00,114.67
20100929  13:00:00,114.78
20100929  13:30:00,114.27
20100930  08:00:00,115.29
20100930  08:30:00,115.15
20100930  09:00:00,114.62
20100930  09:30:00,113.98
20100930  10:00:00,113.96
20100930  10:30:00,113.87
20100930  11:00:00,114.31
20100930  11:30:00,114.41
20100930  12:00:00,114.32
20100930  12:30:00,114.28
20100930  13:00:00,114.47
20100930  13:30:00,114.52
20101001  08:00:00,114.88
20101001  08:00:00,114.88
20101001  08:00:00,114.88
20101001  08:30:00,114.11
20101001  08:30:00,114.11
20101001  08:30:00,114.11
20101001  09:00:00,114.25
20101001  09:00:00,114.25
20101001  09:00:00,114.25
20101001  09:30:00,114.14
20101001  09:30:00,114.14
20101001  09:30:00,114.14
20101001  10:00:00,114.46
20101001  10:00:00,114.46
20101001  10:00:00,114.46
20101001  10:30:00,114.36
20101001  10:30:00,114.36
20101001  10:30:00,114.36
20101001  11:00:00,114.42
20101001  11:00:00,114.42
20101001  11:00:00,114.42
20101001  11:30:00,114.54
20101001  11:30:00,114.54
20101001  11:30:00,114.54
20101001  12:00:00,114.51
20101001  12:00:00,114.51
20101001  12:00:00,114.51
20101001  12:30:00,114.68
20101001  12:30:00,114.68
20101001  12:30:00,114.68
20101001  13:00:00,114.69
20101001  13:00:00,114.69
20101001  13:00:00,114.69
20101001  13:30:00,114.6
20101001  13:30:00,114.6
20101001  13:30:00,114.6
20101004  08:00:00,114.47
20101004  08:30:00,114.46
20101004  09:00:00,114.14
20101004  09:30:00,113.7
20101004  10:00:00,113.31
20101004  10:30:00,113.42
20101004  11:00:00,113.56
20101004  11:30:00,113.53
20101004  12:00:00,113.55
20101004  12:30:00,113.4
20101004  13:00:00,113.46
20101004  13:30:00,113.7
20101005  08:00:00,115.05
20101005  08:30:00,115.34
20101005  09:00:00,115.47
20101005  09:30:00,115.48
20101005  10:00:00,115.73
20101005  10:30:00,115.73
20101005  11:00:00,115.89
20101005  11:30:00,115.95
20101005  12:00:00,116.04
20101005  12:30:00,116.09
20101005  13:00:00,116.13
20101005  13:30:00,116.28
20101006  08:00:00,116.23
20101006  08:30:00,116.03
20101006  09:00:00,116
20101006  09:30:00,116.1
20101006  10:00:00,116.18
20101006  10:30:00,115.9
20101006  11:00:00,115.76
20101006  11:30:00,115.71
20101006  12:00:00,115.84
20101006  12:30:00,115.82
20101006  13:00:00,115.9
20101006  13:30:00,115.82
20101007  08:00:00,115.76
20101007  08:30:00,116.13
20101007  09:00:00,115.95
20101007  09:30:00,115.88
20101007  10:00:00,115.79
20101007  10:30:00,115.45
20101007  11:00:00,115.42
20101007  11:30:00,115.53
20101007  12:00:00,115.75
20101007  12:30:00,115.82
20101007  13:00:00,115.91
20101007  13:30:00,115.74
20101008  08:00:00,116.12
20101008  08:00:00,116.12
20101008  08:00:00,116.12
20101008  08:30:00,115.71
20101008  08:30:00,115.71
20101008  08:30:00,115.71
20101008  09:00:00,116.12
20101008  09:00:00,116.12
20101008  09:00:00,116.12
20101008  09:30:00,116.5
20101008  09:30:00,116.5
20101008  09:30:00,116.5
20101008  10:00:00,116.4
20101008  10:00:00,116.4
20101008  10:00:00,116.4
20101008  10:30:00,116.37
20101008  10:30:00,116.37
20101008  10:30:00,116.37
20101008  11:00:00,116.64
20101008  11:00:00,116.64
20101008  11:00:00,116.64
20101008  11:30:00,116.52
20101008  11:30:00,116.52
20101008  11:30:00,116.52
20101008  12:00:00,116.36
20101008  12:00:00,116.36
20101008  12:00:00,116.36
20101008  12:30:00,116.5
20101008  12:30:00,116.5
20101008  12:30:00,116.5
20101008  13:00:00,116.49
20101008  13:00:00,116.49
20101008  13:00:00,116.49
20101008  13:30:00,116.62
20101008  13:30:00,116.62
20101008  13:30:00,116.62
20101011  08:00:00,116.65
20101011  08:30:00,116.93
20101011  09:00:00,116.63
20101011  09:30:00,116.7
20101011  10:00:00,116.76
20101011  10:30:00,116.78
20101011  11:00:00,116.78
20101011  11:30:00,116.8
20101011  12:00:00,116.87
20101011  12:30:00,116.79
20101011  13:00:00,116.75
20101011  13:30:00,116.51
20101012  08:00:00,115.82
20101012  08:30:00,116.1
20101012  09:00:00,116.41
20101012  09:30:00,116.5
20101012  10:00:00,116.5
20101012  10:30:00,116.37
20101012  11:00:00,116.35
20101012  11:30:00,116.4
20101012  12:00:00,116.35
20101012  12:30:00,116.75
20101012  13:00:00,116.79
20101012  13:30:00,117.29
20101013  08:00:00,117.75
20101013  08:30:00,117.84
20101013  09:00:00,118.03
20101013  09:30:00,118.12
20101013  10:00:00,118.17
20101013  10:30:00,118.33
20101013  11:00:00,118.29
20101013  11:30:00,118.26
20101013  12:00:00,118.35
20101013  12:30:00,118.38
20101013  13:00:00,118.28
20101013  13:30:00,118.04
20101014  08:00:00,117.56
20101014  08:30:00,117.72
20101014  09:00:00,117.89
20101014  09:30:00,117.67
20101014  10:00:00,117.43
20101014  10:30:00,117.16
20101014  11:00:00,117.25
20101014  11:30:00,117.08
20101014  12:00:00,117.27
20101014  12:30:00,117.06
20101014  13:00:00,116.72
20101014  13:30:00,117.07
20101015  08:00:00,117.57
20101015  08:00:00,117.57
20101015  08:00:00,117.57
20101015  08:30:00,116.91
20101015  08:30:00,116.91
20101015  08:30:00,116.91
20101015  09:00:00,117.41
20101015  09:00:00,117.41
20101015  09:00:00,117.41
20101015  09:30:00,117.62
20101015  09:30:00,117.62
20101015  09:30:00,117.62
20101015  10:00:00,117.25
20101015  10:00:00,117.25
20101015  10:00:00,117.25
20101015  10:30:00,117.51
20101015  10:30:00,117.51
20101015  10:30:00,117.51
20101015  11:00:00,117.58
20101015  11:00:00,117.58
20101015  11:00:00,117.58
20101015  11:30:00,117.6
20101015  11:30:00,117.6
20101015  11:30:00,117.6
20101015  12:00:00,117.23
20101015  12:00:00,117.23
20101015  12:00:00,117.23
20101015  12:30:00,117.57
20101015  12:30:00,117.57
20101015  12:30:00,117.57
20101015  13:00:00,117.5
20101015  13:00:00,117.5
20101015  13:00:00,117.5
20101015  13:30:00,117.37
20101015  13:30:00,117.37
20101015  13:30:00,117.37
20101018  08:00:00,118.03
20101018  08:30:00,117.99
20101018  09:00:00,118.16
20101018  09:30:00,117.97
20101018  10:00:00,118.01
20101018  10:30:00,118
20101018  11:00:00,118.01
20101018  11:30:00,118.02
20101018  12:00:00,118.09
20101018  12:30:00,118.28
20101018  13:00:00,118.42
20101018  13:30:00,118.49
20101019  08:00:00,117.01
20101019  08:30:00,117.53
20101019  09:00:00,117.46
20101019  09:30:00,117.51
20101019  10:00:00,117.79
20101019  10:30:00,117.61
20101019  11:00:00,117.55
20101019  11:30:00,117.3
20101019  12:00:00,116.8
20101019  12:30:00,116.35
20101019  13:00:00,116.62
20101019  13:30:00,116.06
20101020  08:00:00,117.15
20101020  08:30:00,117.3
20101020  09:00:00,117.71
20101020  09:30:00,118.08
20101020  10:00:00,117.96
20101020  10:30:00,118.23
20101020  11:00:00,118.21
20101020  11:30:00,118.29
20101020  12:00:00,118.17
20101020  12:30:00,118.28
20101020  13:00:00,118.16
20101020  13:30:00,118.24
20101021  08:00:00,118.54
20101021  08:30:00,118.88
20101021  09:00:00,119
20101021  09:30:00,118.58
20101021  10:00:00,118.45
20101021  10:30:00,118.38
20101021  11:00:00,118.16
20101021  11:30:00,118.11
20101021  12:00:00,117.29
20101021  12:30:00,117.56
20101021  13:00:00,117.81
20101021  13:30:00,118.15
20101022  08:00:00,118.02
20101022  08:00:00,118.02
20101022  08:00:00,118.02
20101022  08:30:00,118.31
20101022  08:30:00,118.31
20101022  08:30:00,118.31
20101022  09:00:00,118.28
20101022  09:00:00,118.28
20101022  09:00:00,118.28
20101022  09:30:00,118.27
20101022  09:30:00,118.27
20101022  09:30:00,118.27
20101022  10:00:00,118.12
20101022  10:00:00,118.12
20101022  10:00:00,118.12
20101022  10:30:00,118.32
20101022  10:30:00,118.32
20101022  10:30:00,118.32
20101022  11:00:00,118.27
20101022  11:00:00,118.27
20101022  11:00:00,118.27
20101022  11:30:00,118.27
20101022  11:30:00,118.27
20101022  11:30:00,118.27
20101022  12:00:00,118.12
20101022  12:00:00,118.12
20101022  12:00:00,118.12
20101022  12:30:00,118.31
20101022  12:30:00,118.31
20101022  12:30:00,118.31
20101022  13:00:00,118.2
20101022  13:00:00,118.2
20101022  13:00:00,118.2
20101022  13:30:00,118.25
20101022  13:30:00,118.25
20101022  13:30:00,118.25
20101025  08:00:00,119.72
20101025  08:30:00,119.45
20101025  09:00:00,119.1
20101025  09:30:00,119.26
20101025  10:00:00,119.07
20101025  10:30:00,118.83
20101025  11:00:00,118.85
20101025  11:30:00,119.09
20101025  12:00:00,119.02
20101025  12:30:00,119.03
20101025  13:00:00,118.95
20101025  13:30:00,119.23
20101026  08:00:00,118.33
20101026  08:30:00,118.58
20101026  09:00:00,118.67
20101026  09:30:00,118.6
20101026  10:00:00,118.72
20101026  10:30:00,118.66
20101026  11:00:00,118.64
20101026  11:30:00,118.54
20101026  12:00:00,118.39
20101026  12:30:00,118.43
20101026  13:00:00,118.51
20101026  13:30:00,118.68
20101027  08:00:00,118.21
20101027  08:30:00,117.71
20101027  09:00:00,117.53
20101027  09:30:00,117.49
20101027  10:00:00,117.7
20101027  10:30:00,117.6
20101027  11:00:00,117.58
20101027  11:30:00,117.49
20101027  12:00:00,117.72
20101027  12:30:00,117.66
20101027  13:00:00,117.98
20101027  13:30:00,118.07
20101028  08:00:00,118.82
20101028  08:30:00,118.14
20101028  09:00:00,118.22
20101028  09:30:00,118.36
20101028  10:00:00,117.97
20101028  10:30:00,117.86
20101028  11:00:00,117.87
20101028  11:30:00,118.26
20101028  12:00:00,118.25
20101028  12:30:00,118.31
20101028  13:00:00,118.43
20101028  13:30:00,118.32
20101029  08:00:00,118.2
20101029  08:00:00,118.2
20101029  08:00:00,118.2
20101029  08:30:00,118.56
20101029  08:30:00,118.56
20101029  08:30:00,118.56
20101029  09:00:00,118.49
20101029  09:00:00,118.49
20101029  09:00:00,118.49
20101029  09:30:00,118.41
20101029  09:30:00,118.41
20101029  09:30:00,118.41
20101029  10:00:00,118.31
20101029  10:00:00,118.31
20101029  10:00:00,118.31
20101029  10:30:00,118.47
20101029  10:30:00,118.47
20101029  10:30:00,118.47
20101029  11:00:00,118.49
20101029  11:00:00,118.49
20101029  11:00:00,118.49
20101029  11:30:00,118.54
20101029  11:30:00,118.54
20101029  11:30:00,118.54
20101029  12:00:00,118.64
20101029  12:00:00,118.64
20101029  12:00:00,118.64
20101029  12:30:00,118.53
20101029  12:30:00,118.53
20101029  12:30:00,118.53
20101029  13:00:00,118.41
20101029  13:00:00,118.41
20101029  13:00:00,118.41
20101029  13:30:00,118.51
20101029  13:30:00,118.51
20101029  13:30:00,118.51
20101101  08:00:00,119.42
20101101  08:30:00,119.56
20101101  09:00:00,119.2
20101101  09:30:00,118.93
20101101  10:00:00,119.06
20101101  10:30:00,119.04
20101101  11:00:00,118.9
20101101  11:30:00,118.85
20101101  12:00:00,118.93
20101101  12:30:00,118.7
20101101  13:00:00,118.46
20101101  13:30:00,118.17
20101102  08:00:00,119.44
20101102  08:30:00,119.29
20101102  09:00:00,119.22
20101102  09:30:00,119.35
20101102  10:00:00,119.34
20101102  10:30:00,119.34
20101102  11:00:00,119.54
20101102  11:30:00,119.56
20101102  12:00:00,119.7
20101102  12:30:00,119.55
20101102  13:00:00,119.51
20101102  13:30:00,119.49
20101103  08:00:00,119.63
20101103  08:30:00,119.62
20101103  09:00:00,119.43
20101103  09:30:00,119.18
20101103  10:00:00,119.16
20101103  10:30:00,119.1
20101103  11:00:00,119.17
20101103  11:30:00,119.14
20101103  12:00:00,119.21
20101103  12:30:00,118.55
20101103  13:00:00,119.72
20101103  13:30:00,119.78
20101104  08:00:00,121.35
20101104  08:30:00,121.55
20101104  09:00:00,121.81
20101104  09:30:00,121.74
20101104  10:00:00,121.66
20101104  10:30:00,121.73
20101104  11:00:00,121.79
20101104  11:30:00,121.93
20101104  12:00:00,121.7
20101104  12:30:00,121.82
20101104  13:00:00,121.86
20101104  13:30:00,122.11
20101105  08:00:00,122.5
20101105  08:00:00,122.5
20101105  08:00:00,122.5
20101105  08:30:00,122.72
20101105  08:30:00,122.72
20101105  08:30:00,122.72
20101105  09:00:00,122.8
20101105  09:00:00,122.8
20101105  09:00:00,122.8
20101105  09:30:00,122.72
20101105  09:30:00,122.72
20101105  09:30:00,122.72
20101105  10:00:00,122.27
20101105  10:00:00,122.27
20101105  10:00:00,122.27
20101105  10:30:00,122.35
20101105  10:30:00,122.35
20101105  10:30:00,122.35
20101105  11:00:00,122.49
20101105  11:00:00,122.49
20101105  11:00:00,122.49
20101105  11:30:00,122.57
20101105  11:30:00,122.57
20101105  11:30:00,122.57
20101105  12:00:00,122.56
20101105  12:00:00,122.56
20101105  12:00:00,122.56
20101105  12:30:00,122.37
20101105  12:30:00,122.37
20101105  12:30:00,122.37
20101105  13:00:00,122.37
20101105  13:00:00,122.37
20101105  13:00:00,122.37
20101105  13:30:00,122.4
20101105  13:30:00,122.4
20101105  13:30:00,122.4
20101108  08:00:00,122.01
20101108  08:30:00,122.33
20101108  09:00:00,122.09
20101108  09:30:00,122.22
20101108  10:00:00,122.36
20101108  10:30:00,122.48
20101108  11:00:00,122.45
20101108  11:30:00,122.49
20101108  12:00:00,122.41
20101108  12:30:00,122.47
20101108  13:00:00,122.45
20101108  13:30:00,122.57
20101109  08:00:00,122.62
20101109  08:30:00,122.81
20101109  09:00:00,122.6
20101109  09:30:00,122.52
20101109  10:00:00,122.2
20101109  10:30:00,122.32
20101109  11:00:00,122.23
20101109  11:30:00,122.04
20101109  12:00:00,121.85
20101109  12:30:00,122.05
20101109  13:00:00,122
20101109  13:30:00,121.63
20101110  08:00:00,121.01
20101110  08:30:00,120.92
20101110  09:00:00,121.11
20101110  09:30:00,121.26
20101110  10:00:00,121.58
20101110  10:30:00,121.44
20101110  11:00:00,121.46
20101110  11:30:00,121.92
20101110  12:00:00,121.83
20101110  12:30:00,121.96
20101110  13:00:00,122.02
20101110  13:30:00,121.95
20101111  08:00:00,120.96
20101111  08:30:00,121.2
20101111  09:00:00,121.22
20101111  09:30:00,121.06
20101111  10:00:00,121.21
20101111  10:30:00,121.36
20101111  11:00:00,121.2
20101111  11:30:00,121.29
20101111  12:00:00,121.49
20101111  12:30:00,121.7
20101111  13:00:00,121.53
20101111  13:30:00,121.42
20101112  08:00:00,121.2
20101112  08:00:00,121.2
20101112  08:00:00,121.2
20101112  08:30:00,120.61
20101112  08:30:00,120.61
20101112  08:30:00,120.61
20101112  09:00:00,120.32
20101112  09:00:00,120.32
20101112  09:00:00,120.32
20101112  09:30:00,120.57
20101112  09:30:00,120.57
20101112  09:30:00,120.57
20101112  10:00:00,120.32
20101112  10:00:00,120.32
20101112  10:00:00,120.32
20101112  10:30:00,119.99
20101112  10:30:00,119.99
20101112  10:30:00,119.99
20101112  11:00:00,119.7
20101112  11:00:00,119.7
20101112  11:00:00,119.7
20101112  11:30:00,119.86
20101112  11:30:00,119.86
20101112  11:30:00,119.86
20101112  12:00:00,119.76
20101112  12:00:00,119.76
20101112  12:00:00,119.76
20101112  12:30:00,119.86
20101112  12:30:00,119.86
20101112  12:30:00,119.86
20101112  13:00:00,120.04
20101112  13:00:00,120.04
20101112  13:00:00,120.04
20101112  13:30:00,120.08
20101112  13:30:00,120.08
20101112  13:30:00,120.08
20101115  08:00:00,120.46
20101115  08:30:00,120.6
20101115  09:00:00,120.64
20101115  09:30:00,120.61
20101115  10:00:00,121
20101115  10:30:00,120.79
20101115  11:00:00,120.88
20101115  11:30:00,120.94
20101115  12:00:00,120.82
20101115  12:30:00,120.6
20101115  13:00:00,120.62
20101115  13:30:00,120.33
20101116  08:00:00,119
20101116  08:30:00,119.03
20101116  09:00:00,118.68
20101116  09:30:00,118.31
20101116  10:00:00,118.14
20101116  10:30:00,117.97
20101116  11:00:00,118.11
20101116  11:30:00,118.08
20101116  12:00:00,118.32
20101116  12:30:00,118.02
20101116  13:00:00,118.06
20101116  13:30:00,117.84
20101117  08:00:00,118.35
20101117  08:30:00,118.6
20101117  09:00:00,118.37
20101117  09:30:00,118.56
20101117  10:00:00,118.55
20101117  10:30:00,118.38
20101117  11:00:00,118.34
20101117  11:30:00,118.56
20101117  12:00:00,118.5
20101117  12:30:00,118.43
20101117  13:00:00,118.38
20101117  13:30:00,118.01
20101118  08:00:00,119.83
20101118  08:30:00,120.22
20101118  09:00:00,120.32
20101118  09:30:00,120.2
20101118  10:00:00,120.18
20101118  10:30:00,120.25
20101118  11:00:00,120.29
20101118  11:30:00,120.29
20101118  12:00:00,120.23
20101118  12:30:00,120.05
20101118  13:00:00,120.21
20101118  13:30:00,120.09
20101119  08:00:00,119.44
20101119  08:00:00,119.44
20101119  08:00:00,119.44
20101119  08:30:00,119.38
20101119  08:30:00,119.38
20101119  08:30:00,119.38
20101119  09:00:00,119.71
20101119  09:00:00,119.71
20101119  09:00:00,119.71
20101119  09:30:00,119.88
20101119  09:30:00,119.88
20101119  09:30:00,119.88
20101119  10:00:00,119.83
20101119  10:00:00,119.83
20101119  10:00:00,119.83
20101119  10:30:00,119.78
20101119  10:30:00,119.78
20101119  10:30:00,119.78
20101119  11:00:00,120.04
20101119  11:00:00,120.04
20101119  11:00:00,120.04
20101119  11:30:00,119.98
20101119  11:30:00,119.98
20101119  11:30:00,119.98
20101119  12:00:00,120.08
20101119  12:00:00,120.08
20101119  12:00:00,120.08
20101119  12:30:00,120.13
20101119  12:30:00,120.13
20101119  12:30:00,120.13
20101119  13:00:00,120.12
20101119  13:00:00,120.12
20101119  13:00:00,120.12
20101119  13:30:00,120.01
20101119  13:30:00,120.01
20101119  13:30:00,120.01
20101122  08:00:00,120.15
20101122  08:30:00,119.69
20101122  09:00:00,119.49
20101122  09:30:00,119.56
20101122  10:00:00,119.57
20101122  10:30:00,119
20101122  11:00:00,119.03
20101122  11:30:00,119.17
20101122  12:00:00,119.39
20101122  12:30:00,119.52
20101122  13:00:00,119.91
20101122  13:30:00,119.73
20101123  08:00:00,118.35
20101123  08:30:00,118.56
20101123  09:00:00,118.66
20101123  09:30:00,118.1
20101123  10:00:00,118.31
20101123  10:30:00,118.45
20101123  11:00:00,118.61
20101123  11:30:00,118.67
20101123  12:00:00,118.34
20101123  12:30:00,118.23
20101123  13:00:00,118.39
20101123  13:30:00,118.46
20101124  08:00:00,119.47
20101124  08:00:00,119.47
20101124  08:30:00,119.79
20101124  08:30:00,119.79
20101124  09:00:00,119.85
20101124  09:00:00,119.85
20101124  09:30:00,119.9
20101124  09:30:00,119.9
20101124  10:00:00,119.89
20101124  10:00:00,119.89
20101124  10:30:00,120.04
20101124  10:30:00,120.04
20101124  11:00:00,120
20101124  11:00:00,120
20101124  11:30:00,120.12
20101124  11:30:00,120.12
20101124  12:00:00,120.05
20101124  12:00:00,120.05
20101124  12:30:00,120.05
20101124  12:30:00,120.05
20101124  13:00:00,120.04
20101124  13:00:00,120.04
20101124  13:30:00,120.12
20101124  13:30:00,120.12
20101126  08:00:00,119.64
20101126  08:00:00,119.64
20101126  08:00:00,119.64
20101126  08:30:00,119.66
20101126  08:30:00,119.66
20101126  08:30:00,119.66
20101126  09:00:00,119.43
20101126  09:00:00,119.43
20101126  09:00:00,119.43
20101126  09:30:00,119.44
20101126  09:30:00,119.44
20101126  09:30:00,119.44
20101126  10:00:00,119.35
20101126  10:00:00,119.35
20101126  10:00:00,119.35
20101126  10:30:00,119.45
20101126  10:30:00,119.45
20101126  10:30:00,119.45
20101129  08:00:00,117.93
20101129  08:30:00,118.06
20101129  09:00:00,118.16
20101129  09:30:00,118.33
20101129  10:00:00,118.14
20101129  10:30:00,118.33
20101129  11:00:00,118.3
20101129  11:30:00,118.15
20101129  12:00:00,118.29
20101129  12:30:00,118.79
20101129  13:00:00,119.15
20101129  13:30:00,119.27
20101130  08:00:00,118.51
20101130  08:30:00,118.71
20101130  09:00:00,118.52
20101130  09:30:00,118.39
20101130  10:00:00,118.6
20101130  10:30:00,118.63
20101130  11:00:00,118.69
20101130  11:30:00,119.09
20101130  12:00:00,119.02
20101130  12:30:00,118.63
20101130  13:00:00,118.89
20101130  13:30:00,118.96
20101201  08:00:00,120.5
20101201  08:30:00,120.39
20101201  09:00:00,120.47
20101201  09:30:00,120.53
20101201  10:00:00,121.12
20101201  10:30:00,121.03
20101201  11:00:00,121.02
20101201  11:30:00,121.01
20101201  12:00:00,120.99
20101201  12:30:00,121.06
20101201  13:00:00,121.14
20101201  13:30:00,121.04
20101202  08:00:00,121.75
20101202  08:30:00,121.98
20101202  09:00:00,122.13
20101202  09:30:00,122.35
20101202  10:00:00,122.24
20101202  10:30:00,122.22
20101202  11:00:00,122.27
20101202  11:30:00,122.29
20101202  12:00:00,122.31
20101202  12:30:00,122.54
20101202  13:00:00,122.44
20101202  13:30:00,122.51
20101203  08:00:00,122.47
20101203  08:00:00,122.47
20101203  08:00:00,122.47
20101203  08:30:00,122.29
20101203  08:30:00,122.29
20101203  08:30:00,122.29
20101203  09:00:00,122.46
20101203  09:00:00,122.46
20101203  09:00:00,122.46
20101203  09:30:00,122.3
20101203  09:30:00,122.3
20101203  09:30:00,122.3
20101203  10:00:00,122.2
20101203  10:00:00,122.2
20101203  10:00:00,122.2
20101203  10:30:00,122.23
20101203  10:30:00,122.23
20101203  10:30:00,122.23
20101203  11:00:00,122.36
20101203  11:00:00,122.36
20101203  11:00:00,122.36
20101203  11:30:00,122.38
20101203  11:30:00,122.38
20101203  11:30:00,122.38
20101203  12:00:00,122.51
20101203  12:00:00,122.51
20101203  12:00:00,122.51
20101203  12:30:00,122.43
20101203  12:30:00,122.43
20101203  12:30:00,122.43
20101203  13:00:00,122.58
20101203  13:00:00,122.58
20101203  13:00:00,122.58
20101203  13:30:00,122.62
20101203  13:30:00,122.62
20101203  13:30:00,122.62
20101206  08:00:00,122.69
20101206  08:30:00,122.81
20101206  09:00:00,122.65
20101206  09:30:00,122.62
20101206  10:00:00,122.65
20101206  10:30:00,122.63
20101206  11:00:00,122.7
20101206  11:30:00,122.76
20101206  12:00:00,122.83
20101206  12:30:00,122.79
20101206  13:00:00,122.91
20101206  13:30:00,122.9
20101207  08:00:00,123.6
20101207  08:30:00,123.38
20101207  09:00:00,123.51
20101207  09:30:00,123.37
20101207  10:00:00,123.35
20101207  10:30:00,123.33
20101207  11:00:00,123.45
20101207  11:30:00,123.58
20101207  12:00:00,123.57
20101207  12:30:00,123.62
20101207  13:00:00,123.26
20101207  13:30:00,123.09
20101208  08:00:00,123.09
20101208  08:30:00,122.74
20101208  09:00:00,122.73
20101208  09:30:00,122.78
20101208  10:00:00,123.07
20101208  10:30:00,123.03
20101208  11:00:00,122.9
20101208  11:30:00,122.94
20101208  12:00:00,123.08
20101208  12:30:00,123.14
20101208  13:00:00,123.19
20101208  13:30:00,123.07
20101209  08:00:00,123.9
20101209  08:30:00,123.6
20101209  09:00:00,123.42
20101209  09:30:00,123.49
20101209  10:00:00,123.4
20101209  10:30:00,123.36
20101209  11:00:00,123.46
20101209  11:30:00,123.64
20101209  12:00:00,123.6
20101209  12:30:00,123.48
20101209  13:00:00,123.55
20101209  13:30:00,123.61
20101210  08:00:00,123.97
20101210  08:00:00,123.97
20101210  08:00:00,123.97
20101210  08:30:00,123.99
20101210  08:30:00,123.99
20101210  08:30:00,123.99
20101210  09:00:00,123.97
20101210  09:00:00,123.97
20101210  09:00:00,123.97
20101210  09:30:00,123.96
20101210  09:30:00,123.96
20101210  09:30:00,123.96
20101210  10:00:00,124.13
20101210  10:00:00,124.13
20101210  10:00:00,124.13
20101210  10:30:00,124.22
20101210  10:30:00,124.22
20101210  10:30:00,124.22
20101210  11:00:00,124.26
20101210  11:00:00,124.26
20101210  11:00:00,124.26
20101210  11:30:00,124.31
20101210  11:30:00,124.31
20101210  11:30:00,124.31
20101210  12:00:00,124.42
20101210  12:00:00,124.42
20101210  12:00:00,124.42
20101210  12:30:00,124.36
20101210  12:30:00,124.36
20101210  12:30:00,124.36
20101210  13:00:00,124.48
20101210  13:00:00,124.48
20101210  13:00:00,124.48
20101210  13:30:00,124.5
20101210  13:30:00,124.5
20101210  13:30:00,124.5
20101213  08:00:00,124.87
20101213  08:30:00,124.95
20101213  09:00:00,125.1
20101213  09:30:00,124.97
20101213  10:00:00,125.04
20101213  10:30:00,125.04
20101213  11:00:00,125.03
20101213  11:30:00,125.05
20101213  12:00:00,125.14
20101213  12:30:00,125.07
20101213  13:00:00,125.07
20101213  13:30:00,124.9
20101214  08:00:00,124.84
20101214  08:30:00,124.98
20101214  09:00:00,124.91
20101214  09:30:00,124.97
20101214  10:00:00,125.01
20101214  10:30:00,125.05
20101214  11:00:00,125.06
20101214  11:30:00,125.1
20101214  12:00:00,125.07
20101214  12:30:00,124.99
20101214  13:00:00,124.92
20101214  13:30:00,124.62
20101215  08:00:00,124.77
20101215  08:30:00,124.81
20101215  09:00:00,124.81
20101215  09:30:00,124.69
20101215  10:00:00,124.69
20101215  10:30:00,124.64
20101215  11:00:00,124.31
20101215  11:30:00,124.42
20101215  12:00:00,124.5
20101215  12:30:00,124.01
20101215  13:00:00,124.01
20101215  13:30:00,124.25
20101216  08:00:00,123.89
20101216  08:30:00,124.1
20101216  09:00:00,124.21
20101216  09:30:00,124.6
20101216  10:00:00,124.66
20101216  10:30:00,124.6
20101216  11:00:00,124.86
20101216  11:30:00,124.8
20101216  12:00:00,124.79
20101216  12:30:00,124.65
20101216  13:00:00,124.62
20101216  13:30:00,124.71
20101217  08:00:00,123.99
20101217  08:00:00,123.99
20101217  08:00:00,123.99
20101217  08:30:00,124.07
20101217  08:30:00,124.07
20101217  08:30:00,124.07
20101217  09:00:00,124
20101217  09:00:00,124
20101217  09:00:00,124
20101217  09:30:00,124.09
20101217  09:30:00,124.09
20101217  09:30:00,124.09
20101217  10:00:00,124.1
20101217  10:00:00,124.1
20101217  10:00:00,124.1
20101217  10:30:00,124.11
20101217  10:30:00,124.11
20101217  10:30:00,124.11
20101217  11:00:00,124.17
20101217  11:00:00,124.17
20101217  11:00:00,124.17
20101217  11:30:00,124.3
20101217  11:30:00,124.3
20101217  11:30:00,124.3
20101217  12:00:00,124.38
20101217  12:00:00,124.38
20101217  12:00:00,124.38
20101217  12:30:00,124.4
20101217  12:30:00,124.4
20101217  12:30:00,124.4
20101217  13:00:00,124.43
20101217  13:00:00,124.43
20101217  13:00:00,124.43
20101217  13:30:00,124.28
20101217  13:30:00,124.28
20101217  13:30:00,124.28
20101220  08:00:00,124.5
20101220  08:30:00,124.25
20101220  09:00:00,124.09
20101220  09:30:00,124.2
20101220  10:00:00,124.33
20101220  10:30:00,124.39
20101220  11:00:00,124.6
20101220  11:30:00,124.6
20101220  12:00:00,124.59
20101220  12:30:00,124.83
20101220  13:00:00,124.74
20101220  13:30:00,124.67
20101221  08:00:00,125.04
20101221  08:30:00,125.14
20101221  09:00:00,125.14
20101221  09:30:00,125.18
20101221  10:00:00,125.17
20101221  10:30:00,125.26
20101221  11:00:00,125.34
20101221  11:30:00,125.26
20101221  12:00:00,125.29
20101221  12:30:00,125.26
20101221  13:00:00,125.29
20101221  13:30:00,125.32
20101222  08:00:00,125.47
20101222  08:30:00,125.55
20101222  09:00:00,125.61
20101222  09:30:00,125.61
20101222  10:00:00,125.68
20101222  10:30:00,125.82
20101222  11:00:00,125.76
20101222  11:30:00,125.71
20101222  12:00:00,125.6
20101222  12:30:00,125.62
20101222  13:00:00,125.66
